,region,country,latidude,longitude,pytzname,timezone,dst,std,dst
AttikiGR,Attiki,GR,37.953418731689453,23.748970031738281,Europe/Athens,2.0,1.0,EET,EEST
AtyrauKZ,Atyrau,KZ,46.435279846191406,53.48638916015625,Asia/Aqtau,5.0,0.0,AQTT,AQTT
AucklandNZ,Auckland,NZ,-36.998199462890632,174.86018371582031,Pacific/Auckland,13.0,-1.0,NZDT,NZST
AuroraPH,Aurora,PH,15.758899688720705,121.56069946289062,Asia/Manila,8.0,0.0,PHT,PHT
Ausser-RhodenCH,Ausser-Rhoden,CH,47.450069427490241,9.604949951171875,Europe/Zurich,1.0,1.0,CET,CEST
Aust-AgderNO,Aust-Agder,NO,59.212589263916023,7.5355901718139648,Europe/Oslo,1.0,1.0,CET,CEST
Australian Capital TerritoryAU,Australian Capital Territory,AU,-35.299800872802727,149.10585021972656,Australia/Sydney,11.0,-1.0,AEDT,AEST
AusturlandIS,Austurland,IS,64.253868103027344,-15.208200454711914,Atlantic/Reykjavik,0.0,0.0,GMT,GMT
AuvergneFR,Auvergne,FR,46.564380645751953,3.354949951171875,Europe/Paris,1.0,1.0,CET,CEST
AveiroPT,Aveiro,PT,40.866668701171882,-8.466670036315918,Europe/Lisbon,0.0,1.0,WET,WEST
AyacuchoPE,Ayacucho,PE,-13.012499809265135,-73.980827331542983,America/Lima,-5.0,0.0,PET,PET
AydinTR,Aydin,TR,37.889720916748047,28.157499313354489,Europe/Istanbul,2.0,1.0,EET,EEST
Az Za'ayinQA,Az Za'ayin,QA,25.57744026184082,51.483058929443359,Asia/Qatar,3.0,0.0,AST,AST
Az Zarqa'JO,Az Zarqa',JO,32.017780303955078,36.046390533447273,Asia/Amman,2.0,1.0,EET,EEST
Az ZawiyahLY,Az Zawiyah,LY,32.752220153808594,12.727780342102053,Africa/Tripoli,2.0,0.0,EET,EET
Azad KashmirPK,Azad Kashmir,PK,33.857818603515625,73.760429382324219,Asia/Karachi,5.0,0.0,PKT,PKT
Azarbayjan-e SharqiIR,Azarbayjan-e Sharqi,IR,38.080001831054688,46.291900634765618,Asia/Tehran,3.5,1.0,IRST,IRDT
AzoresPT,Azores,PT,37.716670989990241,-25.433330535888672,Atlantic/Azores,-1.0,1.0,AZOT,AZOST
AzuaDO,Azua,DO,18.453189849853519,-70.734901428222656,America/Santo_Domingo,-4.0,0.0,AST,AST
AzuayEC,Azuay,EC,-2.9000000953674321,-78.783332824707017,America/Guayaquil,-5.0,0.0,ECT,ECT
BABA,BA,BA,43.848640441894531,18.356439590454105,Europe/Sarajevo,1.0,1.0,CET,CEST
BDBD,BD,BD,23.71039962768555,90.407440185546875,Asia/Dhaka,6.0,0.0,BDT,BDT
BEBE,BE,BE,50.850448608398438,4.3487801551818848,Europe/Brussels,1.0,1.0,CET,CEST
BGBG,BG,BG,42.697509765625,23.324150085449215,Europe/Sofia,2.0,1.0,EET,EEST
BOBO,BO,BO,-16.5,-68.150001525878892,America/La_Paz,-4.0,0.0,BOT,BOT
BRBR,BR,BR,-23.547500610351559,-46.6361083984375,America/Sao_Paulo,-2.0,-1.0,BRT,BRST
BSBS,BS,BS,25.058229446411129,-77.343063354492188,America/Nassau,-5.0,1.0,EST,EDT
BYBY,BY,BY,53.900001525878899,27.566669464111328,Europe/Minsk,3.0,0.0,MSK,MSK
Ba Ria-Vung TauVN,Ba Ria-Vung Tau,VN,20.813329696655273,105.3383331298828,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Baalbek-HermelLB,Baalbek-Hermel,LB,34.005828857421875,36.218059539794922,Asia/Beirut,2.0,1.0,EET,EEST
BabilIQ,Babil,IQ,32.7147216796875,44.280281066894531,Asia/Baghdad,3.0,0.0,AST,AST
BabitesLV,Babites,LV,56.941940307617188,23.910829544067386,Europe/Riga,2.0,1.0,EET,EEST
BacauRO,Bacau,RO,47.349998474121094,22.100000381469727,Europe/Bucharest,2.0,1.0,EET,EEST
BacolodPH,Bacolod,PH,10.631110191345217,122.97888946533205,Asia/Manila,8.0,0.0,PHT,PHT
Bacs-KiskunHU,Bacs-Kiskun,HU,46.107818603515618,18.985139846801761,Europe/Budapest,1.0,1.0,CET,CEST
Baden-WurttembergDE,Baden-Wurttemberg,DE,49.296360015869141,8.822540283203125,Europe/Berlin,1.0,1.0,CET,CEST
BaghdadIQ,Baghdad,IQ,33.340579986572266,44.40087890625,Asia/Baghdad,3.0,0.0,AST,AST
BagmatiNP,Bagmati,NP,27.676580429077148,85.314170837402344,Asia/Kathmandu,5.75,0.0,NPT,NPT
BaguioPH,Baguio,PH,16.416389465332028,120.5930633544922,Asia/Manila,8.0,0.0,PHT,PHT
BahiaBR,Bahia,BR,-10.821669578552246,-42.731109619140632,America/Bahia,-3.0,0.0,BRT,BRT
Baja California SurMX,Baja California Sur,MX,25.26250076293945,-111.77528381347656,America/Mazatlan,-7.0,1.0,MST,MDT
Baja CaliforniaMX,Baja California,MX,32.533329010009773,-117.01667022705078,America/Tijuana,-8.0,1.0,PST,PDT
Baja VerapazGT,Baja Verapaz,GT,15.133330345153807,-90.583328247070312,America/Guatemala,-6.0,0.0,CST,CST
BajahTN,Bajah,TN,36.551300048828132,9.4430704116821271,Africa/Tunis,1.0,0.0,CET,CET
BakhtaranIR,Bakhtaran,IR,34.783699035644531,47.600399017333977,Asia/Tehran,3.5,1.0,IRST,IRDT
BakiAZ,Baki,AZ,40.366100311279297,50.291698455810547,Asia/Baku,4.0,1.0,AZT,AZST
BalakanAZ,Balakan,AZ,41.725830078125,46.408329010009773,Asia/Baku,4.0,1.0,AZT,AZST
BaliID,Bali,ID,-8.5097999572753888,115.26540374755859,Asia/Makassar,8.0,0.0,WITA,WITA
BalikesirTR,Balikesir,TR,39.913608551025391,28.157779693603519,Europe/Istanbul,2.0,1.0,EET,EEST
BalkanTM,Balkan,TM,39.510749816894531,54.367130279541023,Asia/Ashgabat,5.0,0.0,TMT,TMT
BalkhAF,Balkh,AF,36.709041595458977,67.110870361328111,Asia/Kabul,4.5,0.0,AFT,AFT
BalochistanPK,Balochistan,PK,30.38229942321777,67.728218078613281,Asia/Karachi,5.0,0.0,PKT,PKT
BaltiMD,Balti,MD,47.76166915893554,27.928890228271484,Europe/Chisinau,2.0,1.0,EET,EEST
BalvuLV,Balvu,LV,57.131301879882812,27.265829086303711,Europe/Riga,2.0,1.0,EET,EEST
BalzersLI,Balzers,LI,47.066669464111328,9.5,Europe/Vaduz,1.0,1.0,CET,CEST
BamakoML,Bamako,ML,12.649999618530273,-8.0,Africa/Bamako,0.0,0.0,GMT,GMT
BanaadirSO,Banaadir,SO,2.0371100902557373,45.34375,Africa/Mogadishu,3.0,0.0,EAT,EAT
BanguiCF,Bangui,CF,4.3612198829650879,18.554960250854489,Africa/Bangui,1.0,0.0,WAT,WAT
Bani SuwayfEG,Bani Suwayf,EG,28.916669845581051,30.85000038146973,Africa/Cairo,2.0,0.0,EET,EET
BanjulGM,Banjul,GM,13.452739715576172,-16.578029632568359,Africa/Banjul,0.0,0.0,GMT,GMT
Banska BystricaSK,Banska Bystrica,SK,48.574420928955078,19.153240203857425,Europe/Bratislava,1.0,1.0,CET,CEST
Banteay MeancheyKH,Banteay Meanchey,KH,13.585880279541016,102.97368621826172,Asia/Phnom_Penh,7.0,0.0,ICT,ICT
BantenID,Banten,ID,-6.4046001434326172,105.89720153808594,Asia/Jakarta,7.0,0.0,WIB,WIB
BarahonaDO,Barahona,DO,18.208539962768555,-71.10076904296875,America/Santo_Domingo,-4.0,0.0,AST,AST
BaranyaHU,Baranya,HU,45.868888854980469,18.453889846801761,Europe/Budapest,1.0,1.0,CET,CEST
BardaAZ,Barda,AZ,40.374439239501953,47.126670837402344,Asia/Baku,4.0,1.0,AZT,AZST
BariSO,Bari,SO,10.283699989318848,50.229999542236328,Africa/Mogadishu,3.0,0.0,EAT,EAT
BarinasVE,Barinas,VE,8.7622203826904297,-70.411109924316406,America/Caracas,-4.5,0.0,VET,VET
BarisalBD,Barisal,BD,22.701940536499023,90.371109008789062,Asia/Dhaka,6.0,0.0,BDT,BDT
BarranquitasPR,Barranquitas,PR,18.186620712280273,-66.306282043457031,America/Puerto_Rico,-4.0,0.0,AST,AST
Barrigada MunicipalityGU,Barrigada Municipality,GU,13.469120025634766,144.79960632324219,Pacific/Guam,10.0,0.0,ChST,ChST
BartinTR,Bartin,TR,41.584171295166016,32.641391754150391,Europe/Istanbul,2.0,1.0,EET,EEST
Basel-LandschaftCH,Basel-Landschaft,CH,47.438251495361328,7.5302700996398908,Europe/Zurich,1.0,1.0,CET,CEST
Basel-StadtCH,Basel-Stadt,CH,47.570388793945312,7.6642498970031747,Europe/Zurich,1.0,1.0,CET,CEST
BashkortostanRU,Bashkortostan,RU,56.271900177001953,54.930858612060547,Asia/Yekaterinburg,5.0,0.0,YEKT,YEKT
BasilanPH,Basilan,PH,6.5813899040222177,122.179443359375,Asia/Manila,8.0,0.0,PHT,PHT
BasilicataIT,Basilicata,IT,40.340709686279297,15.90077018737793,Europe/Rome,1.0,1.0,CET,CEST
Basse-NormandieFR,Basse-Normandie,FR,49.335708618164062,-1.6956000328063965,Europe/Paris,1.0,1.0,CET,CEST
BataanPH,Bataan,PH,14.850830078125,120.42749786376952,Asia/Manila,8.0,0.0,PHT,PHT
BatanesPH,Batanes,PH,20.787330627441406,121.84178161621094,Asia/Manila,8.0,0.0,PHT,PHT
Batangas CityPH,Batangas City,PH,13.759440422058105,121.05999755859376,Asia/Manila,8.0,0.0,PHT,PHT
BatangasPH,Batangas,PH,14.086270332336426,121.14974975585938,Asia/Manila,8.0,0.0,PHT,PHT
BatmanTR,Batman,TR,37.843448638916016,41.302471160888672,Europe/Istanbul,2.0,1.0,EET,EEST
BatnaDZ,Batna,DZ,35.481708526611328,6.260739803314209,Africa/Algiers,1.0,0.0,CET,CET
BattambangKH,Battambang,KH,13.102709770202635,103.19821929931641,Asia/Phnom_Penh,7.0,0.0,ICT,ICT
BauskasLV,Bauskas,LV,56.407501220703132,24.190559387207031,Europe/Riga,2.0,1.0,EET,EEST
Bay of PlentyNZ,Bay of Plenty,NZ,-37.958549499511719,176.98544311523438,Pacific/Auckland,13.0,-1.0,NZDT,NZST
BayamonPR,Bayamon,PR,18.3985595703125,-66.155723571777344,America/Puerto_Rico,-4.0,0.0,AST,AST
BayburtTR,Bayburt,TR,40.163608551025391,39.892501831054688,Europe/Istanbul,2.0,1.0,EET,EEST
BayelsaNG,Bayelsa,NG,4.9247198104858398,6.2641701698303214,Africa/Lagos,1.0,0.0,WAT,WAT
BayernDE,Bayern,DE,48.901588439941406,13.584170341491699,Europe/Berlin,1.0,1.0,CET,CEST
BecharDZ,Bechar,DZ,31.616670608520511,-2.216670036315918,Africa/Algiers,1.0,0.0,CET,CET
BeijingCN,Beijing,CN,39.911510467529297,116.36026763916016,Asia/Shanghai,8.0,0.0,CST,CST
BejaPT,Beja,PT,37.723770141601562,-8.7827796936035174,Europe/Lisbon,0.0,1.0,WET,WEST
BejaiaDZ,Bejaia,DZ,36.679420471191406,4.8555002212524414,Africa/Algiers,1.0,0.0,CET,CET
BekesHU,Bekes,HU,46.916671752929688,21.266670227050781,Europe/Budapest,1.0,1.0,CET,CEST
BelaitBN,Belait,BN,4.6166701316833496,114.31667327880859,Asia/Brunei,8.0,0.0,BNT,BNT
BelgorodRU,Belgorod,RU,50.860328674316406,36.447841644287109,Europe/Moscow,3.0,0.0,MSK,MSK
BelizeBZ,Belize,BZ,17.915979385375977,-87.965896606445312,America/Belize,-6.0,0.0,CST,CST
Ben ArousTN,Ben Arous,TN,36.753059387207031,10.218890190124512,Africa/Tunis,1.0,0.0,CET,CET
Ben TreVN,Ben Tre,VN,10.233329772949221,106.38333129882812,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
BenderMD,Bender,MD,46.830558776855462,29.471109390258789,Europe/Chisinau,2.0,1.0,EET,EEST
BenghaziLY,Benghazi,LY,32.116668701171875,20.066669464111328,Africa/Tripoli,2.0,0.0,EET,EET
BengkuluID,Bengkulu,ID,-3.466670036315918,102.53333282470705,Asia/Jakarta,7.0,0.0,WIB,WIB
BengoAO,Bengo,AO,-8.5784797668457013,13.664250373840332,Africa/Luanda,1.0,0.0,WAT,WAT
BenguelaAO,Benguela,AO,-12.34805965423584,13.545559883117676,Africa/Luanda,1.0,0.0,WAT,WAT
BenguetPH,Benguet,PH,16.454999923706055,120.58750152587892,Asia/Manila,8.0,0.0,PHT,PHT
BenueNG,Benue,NG,7.7410998344421378,8.5121002197265607,Africa/Lagos,1.0,0.0,WAT,WAT
BeqaaLB,Beqaa,LB,33.849720001220696,35.904170989990234,Asia/Beirut,2.0,1.0,EET,EEST
BeratAL,Berat,AL,40.705829620361328,19.952220916748047,Europe/Tirane,1.0,1.0,CET,CEST
BerlinDE,Berlin,DE,52.441059112548821,13.257920265197756,Europe/Berlin,1.0,1.0,CET,CEST
BernCH,Bern,CH,46.999050140380859,7.4580898284912109,Europe/Zurich,1.0,1.0,CET,CEST
BerovoMK,Berovo,MK,41.683330535888672,22.808330535888672,Europe/Skopje,1.0,1.0,CET,CEST
BeverinasLV,Beverinas,LV,57.483329772949219,25.483329772949215,Europe/Riga,2.0,1.0,EET,EEST
BeylaqanAZ,Beylaqan,AZ,39.632221221923828,47.690761566162102,Asia/Baku,4.0,1.0,AZT,AZST
BeyrouthLB,Beyrouth,LB,33.900001525878906,35.483329772949219,Asia/Beirut,2.0,1.0,EET,EEST
BheriNP,Bheri,NP,28.601940155029297,81.633888244628906,Asia/Kathmandu,5.75,0.0,NPT,NPT
BieAO,Bie,AO,-12.016670227050779,17.483329772949222,Africa/Luanda,1.0,0.0,WAT,WAT
BiharIN,Bihar,IN,25.016670227050781,85.633331298828125,Asia/Kolkata,5.5,0.0,IST,IST
BihorRO,Bihor,RO,46.983329772949219,22.516670227050781,Europe/Bucharest,2.0,1.0,EET,EEST
BilecikTR,Bilecik,TR,40.178329467773438,30.520000457763672,Europe/Istanbul,2.0,1.0,EET,EEST
BingolTR,Bingol,TR,39.433059692382812,40.544170379638672,Europe/Istanbul,2.0,1.0,EET,EEST
Binh DinhVN,Binh Dinh,VN,12.25,109.18332672119141,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Binh ThuanVN,Binh Thuan,VN,14.350000381469727,108.0,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Bio-BioCL,Bio-Bio,CL,-37.083328247070312,-72.566673278808594,America/Santiago,-3.0,1.0,CLT,CLST
Bioko NorteGQ,Bioko Norte,GQ,3.6991999149322514,8.9083995819091797,Africa/Malabo,1.0,0.0,WAT,WAT
BishkekKG,Bishkek,KG,42.869998931884773,74.589996337890625,Asia/Bishkek,6.0,0.0,KGT,KGT
BiskraDZ,Biskra,DZ,34.722240447998054,5.3784499168395996,Africa/Algiers,1.0,0.0,CET,CET
BissauGW,Bissau,GW,11.863570213317873,-15.59766960144043,Africa/Bissau,0.0,0.0,GMT,GMT
Bistrita-NasaudRO,Bistrita-Nasaud,RO,47.200000762939453,24.04999923706055,Europe/Bucharest,2.0,1.0,EET,EEST
BitlisTR,Bitlis,TR,38.506671905517578,42.281669616699219,Europe/Istanbul,2.0,1.0,EET,EEST
BitolaMK,Bitola,MK,41.031108856201172,21.340280532836914,Europe/Skopje,1.0,1.0,CET,CEST
BizerteTN,Bizerte,TN,37.039588928222656,10.038760185241699,Africa/Tunis,1.0,0.0,CET,CET
Bjelovarsko-BilogorskaHR,Bjelovarsko-Bilogorska,HR,45.944721221923828,16.735000610351562,Europe/Zagreb,1.0,1.0,CET,CEST
Black RiverMU,Black River,MU,-20.18943977355957,57.445278167724609,Indian/Mauritius,4.0,0.0,MUT,MUT
BlagoevgradBG,Blagoevgrad,BG,42.025279998779297,23.684169769287109,Europe/Sofia,2.0,1.0,EET,EEST
BlantyreMW,Blantyre,MW,-15.784990310668945,35.008541107177727,Africa/Blantyre,2.0,0.0,CAT,CAT
BledSI,Bled,SI,46.400001525878899,14.100000381469727,Europe/Ljubljana,1.0,1.0,CET,CEST
Blekinge LanSE,Blekinge Lan,SE,56.266670227050781,14.766670227050779,Europe/Stockholm,1.0,1.0,CET,CEST
BlidaDZ,Blida,DZ,36.518329620361328,2.9052801132202148,Africa/Algiers,1.0,0.0,CET,CET
Blue NileSD,Blue Nile,SD,11.78909969329834,34.359199523925781,Africa/Khartoum,3.0,0.0,EAT,EAT
BoacoNI,Boaco,NI,12.472240447998047,-85.658599853515625,America/Managua,-6.0,0.0,CST,CST
Bocas del ToroPA,Bocas del Toro,PA,9.4333295822143555,-82.516670227050781,America/Panama,-5.0,0.0,EST,EST
BogdanciMK,Bogdanci,MK,41.203060150146477,22.575559616088871,Europe/Skopje,1.0,1.0,CET,CEST
BogovinjeMK,Bogovinje,MK,41.910831451416016,20.91056060791016,Europe/Skopje,1.0,1.0,CET,CEST
BohinjSI,Bohinj,SI,45.889999389648438,13.668609619140625,Europe/Ljubljana,1.0,1.0,CET,CEST
BoholPH,Bohol,PH,10.079549789428713,124.34323883056641,Asia/Manila,8.0,0.0,PHT,PHT
BolikhamxaiLA,Bolikhamxai,LA,18.377780914306641,103.66007232666016,Asia/Vientiane,7.0,0.0,ICT,ICT
BolivarCO,Bolivar,CO,10.271699905395508,-75.442222595214844,America/Bogota,-5.0,0.0,COT,COT
BolivarEC,Bolivar,EC,-1.7000000476837158,-79.033332824707017,America/Guayaquil,-5.0,0.0,ECT,ECT
BolivarVE,Bolivar,VE,8.0086097717285174,-62.398891448974609,America/Caracas,-4.5,0.0,VET,VET
BoluTR,Bolu,TR,40.76055908203125,32.020278930664055,Europe/Istanbul,2.0,1.0,EET,EEST
BonaireBQ,Bonaire,BQ,12.149999618530273,-68.266670227050781,America/Kralendijk,-4.0,0.0,AST,AST
BoqueronPY,Boqueron,PY,-22.666669845581051,-60.116668701171882,America/Asuncion,-3.0,-1.0,PYT,PYST
Bordj Bou ArreridjDZ,Bordj Bou Arreridj,DZ,35.944099426269531,5.0310702323913565,Africa/Algiers,1.0,0.0,CET,CET
Borjomis RaioniGE,Borjomis Raioni,GE,41.733711242675774,43.472419738769531,Asia/Tbilisi,4.0,0.0,GET,GET
BorovnicaSI,Borovnica,SI,45.915828704833977,14.363059997558596,Europe/Ljubljana,1.0,1.0,CET,CEST
Borsod-Abauj-ZemplenHU,Borsod-Abauj-Zemplen,HU,48.283329010009773,21.450000762939453,Europe/Budapest,1.0,1.0,CET,CEST
BotosaniRO,Botosani,RO,47.516670227050781,26.633329391479489,Europe/Bucharest,2.0,1.0,EET,EEST
BouiraDZ,Bouira,DZ,36.564628601074219,3.5933001041412358,Africa/Algiers,1.0,0.0,CET,CET
BoumerdesDZ,Boumerdes,DZ,36.725440979003906,3.556649923324585,Africa/Algiers,1.0,0.0,CET,CET
BourgogneFR,Bourgogne,FR,47.397319793701172,4.5419001579284668,Europe/Paris,1.0,1.0,CET,CEST
BovecSI,Bovec,SI,46.337501525878899,13.552780151367188,Europe/Ljubljana,1.0,1.0,CET,CEST
BoyacaCO,Boyaca,CO,5.6449999809265137,-73.566673278808594,America/Bogota,-5.0,0.0,COT,COT
Brabant WallonBE,Brabant Wallon,BE,50.717170715332031,4.6013798713684082,Europe/Brussels,1.0,1.0,CET,CEST
BragaPT,Braga,PT,41.647289276123047,-8.4371500015258807,Europe/Lisbon,0.0,1.0,WET,WEST
BragancaPT,Braganca,PT,41.340339660644531,-6.7118701934814444,Europe/Lisbon,0.0,1.0,WET,WEST
BrailaRO,Braila,RO,44.816669464111328,27.616670608520511,Europe/Bucharest,2.0,1.0,EET,EEST
BrandenburgDE,Brandenburg,DE,52.215999603271491,13.449090003967285,Europe/Berlin,1.0,1.0,CET,CEST
BrasovRO,Brasov,RO,45.633331298828132,25.75,Europe/Bucharest,2.0,1.0,EET,EEST
BratislavaSK,Bratislava,SK,48.252159118652344,17.215389251708984,Europe/Bratislava,1.0,1.0,CET,CEST
BrazzavilleCG,Brazzaville,CG,-4.2658300399780265,15.283180236816404,Africa/Brazzaville,1.0,0.0,WAT,WAT
BremenDE,Bremen,DE,53.104938507080078,8.7866697311401367,Europe/Berlin,1.0,1.0,CET,CEST
Brestskaya Voblasts'BY,Brestskaya Voblasts',BY,52.123588562011719,26.06981086730957,Europe/Minsk,3.0,0.0,MSK,MSK
BretagneFR,Bretagne,FR,48.349998474121094,-2.1833300590515137,Europe/Paris,1.0,1.0,CET,CEST
BreziceSI,Brezice,SI,45.903331756591797,15.591110229492188,Europe/Ljubljana,1.0,1.0,CET,CEST
BrezovicaSI,Brezovica,SI,46.007221221923828,14.421939849853516,Europe/Ljubljana,1.0,1.0,CET,CEST
BriceniMD,Briceni,MD,48.362781524658203,27.084999084472656,Europe/Chisinau,2.0,1.0,EET,EEST
British ColumbiaCA,British Columbia,CA,49.982879638671882,-126.85302734375,America/Vancouver,-8.0,1.0,PST,PDT
British Indian Ocean TerritoryIO,British Indian Ocean Territory,IO,-7.3133330345153809,72.411109924316406,Indian/Chagos,6.0,0.0,IOT,IOT
British Virgin IslandsVG,British Virgin Islands,VG,18.416669845581048,-64.616668701171889,America/Tortola,-4.0,0.0,AST,AST
Brodsko-PosavskaHR,Brodsko-Posavska,HR,45.218608856201172,17.577779769897461,Europe/Zagreb,1.0,1.0,CET,CEST
Brong-AhafoGH,Brong-Ahafo,GH,7.3399100303649902,-2.326760053634644,Africa/Accra,0.0,0.0,GMT,GMT
Brunei and MuaraBN,Brunei and Muara,BN,4.9499998092651367,114.84999847412108,Asia/Brunei,8.0,0.0,BNT,BNT
Brussels Hoofdstedelijk GewestBE,Brussels Hoofdstedelijk Gewest,BE,50.850448608398438,4.3487801551818848,Europe/Brussels,1.0,1.0,CET,CEST
BrvenicaMK,Brvenica,MK,41.967220306396477,20.980829238891602,Europe/Skopje,1.0,1.0,CET,CEST
BryanskRU,Bryansk,RU,53.533950805664062,33.727981567382805,Europe/Moscow,3.0,0.0,MSK,MSK
BucurestiRO,Bucuresti,RO,44.684719085693359,26.013889312744141,Europe/Bucharest,2.0,1.0,EET,EEST
BudapestHU,Budapest,HU,47.498008728027344,19.039909362792969,Europe/Budapest,1.0,1.0,CET,CEST
Buenos AiresAR,Buenos Aires,AR,-34.098140716552727,-59.028579711914062,America/Argentina/Buenos_Aires,-3.0,0.0,ART,ART
Bujumbura MairieBI,Bujumbura Mairie,BI,-3.3822000026702881,29.364400863647461,Africa/Bujumbura,2.0,0.0,CAT,CAT
BukhoroUZ,Bukhoro,UZ,40.030281066894531,64.514999389648438,Asia/Samarkand,5.0,0.0,UZT,UZT
BukidnonPH,Bukidnon,PH,7.9063901901245117,125.09416961669922,Asia/Manila,8.0,0.0,PHT,PHT
BulacanPH,Bulacan,PH,15.168999671936035,121.06159973144531,Asia/Manila,8.0,0.0,PHT,PHT
BulawayoZW,Bulawayo,ZW,-20.149999618530273,28.583330154418945,Africa/Harare,2.0,0.0,CAT,CAT
Bur Sa'idEG,Bur Sa'id,EG,31.256540298461914,32.28411865234375,Africa/Cairo,2.0,0.0,EET,EET
BurdurTR,Burdur,TR,37.508060455322266,29.754720687866211,Europe/Istanbul,2.0,1.0,EET,EEST
BurgasBG,Burgas,BG,42.713600158691406,27.758670806884769,Europe/Sofia,2.0,1.0,EET,EEST
BurgenlandAT,Burgenland,AT,46.94916915893554,16.232219696044922,Europe/Vienna,1.0,1.0,CET,CEST
BuriramTH,Buriram,TH,15.297030448913574,103.29192352294922,Asia/Bangkok,7.0,0.0,ICT,ICT
BursaTR,Bursa,TR,40.264438629150391,29.653060913085927,Europe/Istanbul,2.0,1.0,EET,EEST
BuryatRU,Buryat,RU,51.8260498046875,107.60978698730469,Asia/Irkutsk,8.0,0.0,IRKT,IRKT
BushehrIR,Bushehr,IR,29.266599655151371,51.215900421142578,Asia/Tehran,3.5,1.0,IRST,IRDT
BuskerudNO,Buskerud,NO,59.965919494628899,9.9950103759765607,Europe/Oslo,1.0,1.0,CET,CEST
ButuanPH,Butuan,PH,8.9491701126098633,125.54360961914062,Asia/Manila,8.0,0.0,PHT,PHT
BuzauRO,Buzau,RO,45.466670989990241,26.716669082641602,Europe/Bucharest,2.0,1.0,EET,EEST
CACA,CA,CA,43.700111389160156,-79.416297912597656,America/Toronto,-5.0,1.0,EST,EDT
CLCL,CL,CL,-33.426280975341804,-70.566558837890625,America/Santiago,-3.0,1.0,CLT,CLST
CMCM,CM,CM,3.8666698932647705,11.516670227050779,Africa/Douala,1.0,0.0,WAT,WAT
CNCN,CN,CN,39.907501220703132,116.39723205566406,Asia/Shanghai,8.0,0.0,CST,CST
COCO,CO,CO,4.6097102165222168,-74.081748962402344,America/Bogota,-5.0,0.0,COT,COT
CRCR,CR,CR,9.9333295822143555,-84.083328247070298,America/Costa_Rica,-6.0,0.0,CST,CST
CZCZ,CZ,CZ,50.088039398193359,14.420760154724119,Europe/Prague,1.0,1.0,CET,CEST
CaaguazuPY,Caaguazu,PY,-25.45000076293945,-56.016670227050781,America/Asuncion,-3.0,-1.0,PYT,PYST
CabanatuanPH,Cabanatuan,PH,15.486940383911133,120.96749877929688,Asia/Manila,8.0,0.0,PHT,PHT
CabindaAO,Cabinda,AO,-5.5500001907348633,12.199999809265135,Africa/Luanda,1.0,0.0,WAT,WAT
Cabo DelgadoMZ,Cabo Delgado,MZ,-12.973950386047365,40.517749786376953,Africa/Maputo,2.0,0.0,CAT,CAT
Cabo RojoPR,Cabo Rojo,PR,18.074960708618164,-67.187118530273438,America/Puerto_Rico,-4.0,0.0,AST,AST
CagayanPH,Cagayan,PH,17.613059997558594,121.72693634033205,Asia/Manila,8.0,0.0,PHT,PHT
CaguasPR,Caguas,PR,18.234119415283203,-66.048500061035156,America/Puerto_Rico,-4.0,0.0,AST,AST
CahulMD,Cahul,MD,45.907501220703132,28.194440841674805,Europe/Chisinau,2.0,1.0,EET,EEST
CajamarcaPE,Cajamarca,PE,-5.7080597877502441,-78.804718017578111,America/Lima,-5.0,0.0,PET,PET
CalabriaIT,Calabria,IT,38.656681060791016,15.984089851379395,Europe/Rome,1.0,1.0,CET,CEST
CalarasiMD,Calarasi,MD,47.254440307617188,28.308059692382809,Europe/Chisinau,2.0,1.0,EET,EEST
CalarasiRO,Calarasi,RO,44.216670989990241,26.516670227050781,Europe/Bucharest,2.0,1.0,EET,EEST
CalbayogPH,Calbayog,PH,12.067219734191895,124.60417175292969,Asia/Manila,8.0,0.0,PHT,PHT
CaldasCO,Caldas,CO,5.0624198913574219,-75.871589660644531,America/Bogota,-5.0,0.0,COT,COT
CaliforniaUS,California,US,40.183845520019531,-123.41697692871094,America/Los_Angeles,-8.0,1.0,PST,PDT
CalilabadAZ,Calilabad,AZ,39.119579315185547,48.593608856201172,Asia/Baku,4.0,1.0,AZT,AZST
CallaoPE,Callao,PE,-12.066670417785645,-77.150001525878906,America/Lima,-5.0,0.0,PET,PET
CaloocanPH,Caloocan,PH,10.834839820861816,123.01100158691406,Asia/Manila,8.0,0.0,PHT,PHT
Camarines NortePH,Camarines Norte,PH,14.093400001525881,122.78620147705078,Asia/Manila,8.0,0.0,PHT,PHT
Camarines SurPH,Camarines Sur,PH,13.633099555969238,123.49680328369141,Asia/Manila,8.0,0.0,PHT,PHT
CamiguinPH,Camiguin,PH,9.2503995895385742,124.71559906005859,Asia/Manila,8.0,0.0,PHT,PHT
CampaniaIT,Campania,IT,40.882419586181641,14.91574001312256,Europe/Rome,1.0,1.0,CET,CEST
CampecheMX,Campeche,MX,20.049999237060547,-90.233329772949219,America/Merida,-6.0,1.0,CST,CDT
CamuyPR,Camuy,PR,18.434110641479489,-66.887680053710938,America/Puerto_Rico,-4.0,0.0,AST,AST
